cust_id,recency_days,frequency,monetary,recency_score,frequency_score,monetary_score,segment
3745,34,76,8811.70898346901,2,1,1,Lost
3746,90,94,9798.803478598595,1,3,2,Others
3747,11,97,8418.828460407258,3,4,1,Loyal
3748,55,93,10225.187972712518,1,3,3,Others
3749,6,98,11588.686536073687,4,4,4,Champions
3750,31,89,8008.6529941082,2,2,1,Lost
3751,8,93,8728.074527597428,4,3,1,Others
3752,13,109,12077.68004668951,3,5,5,Loyal
3753,6,93,10731.930491876603,4,3,3,Others
3754,4,91,10403.31408036947,5,3,3,Others
3755,10,101,9633.091982507707,4,4,2,Loyal
3756,31,115,15383.527494621276,2,5,5,Loyal
3757,5,100,9555.8235162735,4,4,2,Loyal
3758,3,84,10980.826498079297,5,1,4,Others
3759,3,97,9998.278524661066,5,4,3,Loyal
3760,15,108,12813.916966807843,3,5,5,Loyal
3761,2,89,9260.672088193895,5,2,2,Others
3762,50,88,10668.76595747471,1,2,3,Lost
3763,11,88,9062.679462552069,4,2,2,Others
3764,4,102,11822.541006565096,4,5,4,Champions
3765,10,93,10208.480447030066,4,3,3,Others
3766,16,97,7841.676974010468,3,4,1,Loyal
3767,2,97,11199.154010438919,5,4,4,Champions
3768,35,100,9758.163978958126,2,4,2,Loyal
3769,79,80,7982.564989233016,1,1,1,Lost
3770,20,82,7423.6964941740025,3,1,1,Others
3771,4,93,8365.877974438667,5,3,1,Others
3772,0,89,11482.335548210145,5,2,4,Others
3773,4,99,10648.550490999223,5,4,3,Loyal
3774,9,99,11498.324427080153,4,4,4,Champions
3775,41,80,8875.91549258232,1,1,2,Lost
3776,12,103,9580.38349095583,3,5,2,Loyal
3777,28,98,9614.296557688713,2,4,2,Loyal
3778,69,96,11344.114976978304,1,4,4,Loyal
3779,14,85,8505.580518507959,3,1,1,Others
3780,1,105,12420.100014567375,5,5,5,Champions
3781,61,77,6863.147496724127,1,1,1,Lost
3782,2,102,13973.115400505065,5,5,5,Champions
3783,1,90,11687.456526947022,5,2,4,Others
3784,22,91,12407.102471995353,2,2,5,At Risk
3785,20,81,9553.824026894568,3,1,2,Others
3786,30,119,12237.201447212696,2,5,5,Loyal
3787,43,89,9542.710958385469,1,2,2,Lost
3788,6,87,11251.409544205666,4,2,4,Others
3789,0,96,9877.44642839432,5,3,3,Others
3790,20,89,12989.93252120018,3,2,5,Others
3791,16,90,12228.122918224337,3,2,5,Others
3792,37,87,11610.945532035827,2,2,4,At Risk
3793,54,88,11963.839528942108,1,2,5,At Risk
3794,3,92,14804.182991313935,5,3,5,Others
3795,8,95,12982.389502859114,4,3,5,Others
3796,38,87,10942.319454693792,2,2,4,At Risk
3797,6,105,9929.331506812572,4,5,3,Loyal
3798,53,80,5673.231007623673,1,1,1,Lost
3799,46,104,12579.202986323837,1,5,5,Loyal
3800,12,72,9160.961461806297,3,1,2,Others
3801,1,94,13522.14207766056,5,3,5,Others
3802,15,84,8562.83745827675,3,1,1,Others
3803,8,102,11728.032488369943,4,5,4,Champions
3804,4,93,9994.219439172744,4,3,3,Others
3805,18,86,9825.960055708885,3,2,2,Others
3806,2,84,11648.33540849686,5,1,4,Others
3807,24,97,9646.123485720162,2,4,2,Loyal
3808,25,87,6207.233971166611,2,2,1,Lost
3809,21,99,12289.536959981919,3,4,5,Loyal
3810,24,100,10858.05002799034,2,4,4,Loyal
3811,20,79,8533.069513678554,3,1,1,Others
3812,27,76,10107.626987671852,2,1,3,Lost
3813,1,88,9880.433097350598,5,2,3,Others
3814,6,86,8091.170469903946,4,2,1,Others
3815,17,82,8047.384033370019,3,1,1,Others
3816,23,103,11278.868498659134,2,5,4,Loyal
3817,46,104,12529.605446267127,1,5,5,Loyal
3818,10,88,10657.537506580351,4,2,3,Others
3819,95,78,11623.162476038933,1,1,4,At Risk
3820,14,119,12773.125498318674,3,5,5,Loyal
3821,2,86,6986.309922337532,5,2,1,Others
3822,8,90,9885.93399853706,4,2,3,Others
3823,27,98,11009.711974692342,2,4,4,Loyal
3824,31,79,8819.927953875065,2,1,1,Lost
3825,8,111,12976.481927204131,4,5,5,Champions
3826,8,95,10487.749508047105,4,3,3,Others
3827,17,84,8755.502938866615,3,1,1,Others
3828,6,83,9412.28060002327,4,1,2,Others
3829,66,88,10112.045415687562,1,2,3,Lost
3830,27,99,12739.975024461746,2,4,5,Loyal
3831,49,97,10108.419543540473,1,4,3,Loyal
3832,3,104,10703.623964262006,5,5,3,Loyal
3833,6,94,8388.317475175858,4,3,1,Others
3834,27,79,7329.706007432939,2,1,1,Lost
3835,29,91,10682.730018806458,2,2,3,Lost
3836,19,100,12046.358540463445,3,4,5,Loyal
3837,23,94,9704.15047312975,2,3,2,Others
3838,22,88,8057.191504955291,2,2,1,Lost
3839,3,91,11114.541951417921,5,3,4,Others
3840,3,105,11413.642478871345,5,5,4,Champions
3841,47,84,7877.85255100727,1,1,1,Lost
3842,2,95,9109.257981801033,5,3,2,Others
3843,3,79,7675.669529604911,5,1,1,Others
3844,20,102,12094.425970411301,3,5,5,Loyal
3845,6,126,16599.20455751419,4,5,5,Champions
3846,9,92,9293.576009917258,4,3,2,Others
3847,4,101,10431.157504975796,4,4,3,Loyal
3848,83,78,10919.353545713424,1,1,4,At Risk
3849,13,93,11819.109371042254,3,3,4,Others
3850,11,93,9431.631482458113,3,3,2,Others
3851,76,85,9584.635952472689,1,1,2,Lost
3852,57,85,7519.335005545616,1,1,1,Lost
3853,55,112,12905.931950223445,1,5,5,Loyal
3854,7,108,11773.12753305435,4,5,4,Champions
3855,98,88,10113.567517232894,1,2,3,Lost
3856,33,99,14242.161016273498,2,4,5,Loyal
3857,17,109,14752.784506225586,3,5,5,Loyal
3858,1,82,8249.67798779011,5,1,1,Others
3859,24,104,10135.262533283236,2,5,3,Loyal
3860,5,99,12582.271455907821,4,4,5,Champions
3861,10,90,7763.32592663765,4,2,1,Others
3862,10,104,8564.809000897407,4,5,1,Loyal
3863,37,96,11960.926088118553,2,4,5,Loyal
3864,8,102,13400.256514406203,4,5,5,Champions
3865,15,112,15588.363959527014,3,5,5,Loyal
3866,9,97,8302.20142788887,4,4,1,Loyal
3867,3,85,8187.089481997491,5,1,1,Others
3868,19,84,7145.337482333182,3,1,1,Others
3869,93,83,6939.62703410387,1,1,1,Lost
3870,6,91,12191.725976705551,4,3,5,Others
3871,16,104,11712.215471172338,3,5,4,Loyal
3872,4,89,9122.553488230704,5,2,2,Others
3873,2,108,15100.496486747266,5,5,5,Champions
3874,13,116,10982.597438764571,3,5,4,Loyal
3875,83,105,13908.519000411035,1,5,5,Loyal
3876,53,92,9575.732510447504,1,3,2,Others
3877,20,82,9604.657484388352,3,1,2,Others
3878,15,82,7711.391490721701,3,1,1,Others
3879,20,100,12873.638447475434,3,4,5,Loyal
3880,1,96,10903.266514801979,5,3,4,Others
3881,42,82,9635.188996124267,1,1,2,Lost
3882,19,91,9887.786499261856,3,3,3,Others
3883,21,107,12940.700942158699,3,5,5,Loyal
3884,15,103,9684.407969999314,3,5,2,Loyal
3885,7,101,11085.2579818964,4,4,4,Champions
3886,22,89,9066.39854154587,3,2,2,Others
3887,14,82,8225.24804649353,3,1,1,Others
3888,12,90,8626.516507363322,3,2,1,Others
3889,21,90,9899.482894325254,3,2,3,Others
3890,6,101,12951.3215215683,4,4,5,Champions
3891,83,76,8435.7864248991,1,1,1,Lost
3892,3,98,8777.551499962807,5,4,1,Loyal
3893,28,91,9181.745974636076,2,2,2,Lost
3894,9,96,10225.975969696045,4,3,3,Others
3895,9,98,10819.448890662195,4,4,4,Champions
3896,8,103,11790.577454471586,4,5,4,Champions
3897,14,95,10512.220970392229,3,3,3,Others
3898,65,80,7799.420480442048,1,1,1,Lost
3899,74,80,7922.469994163513,1,1,1,Lost
3900,138,107,10966.08093981743,1,5,4,Loyal
3901,10,91,10435.876023364064,4,3,3,Others
3902,9,84,8398.180056762696,4,1,1,Others
3903,20,94,10012.604432988168,3,3,3,Others
3904,22,91,9619.75138838291,3,2,2,Others
3905,15,101,11826.628973054881,3,4,5,Loyal
3906,35,85,8440.286494398119,2,1,1,Lost
3907,6,88,9083.38701169491,4,2,2,Others
3908,0,90,10706.483417987823,5,2,3,Others
3909,11,104,11729.033929014204,4,5,4,Champions
3910,16,76,7692.695504522324,3,1,1,Others
3911,1,91,11111.409982371331,5,3,4,Others
3912,1,90,8222.184439349174,5,2,1,Others
3913,4,96,13841.929460811614,5,3,5,Others
3914,20,85,9833.643487739562,3,1,3,Others
3915,7,74,8633.995529103278,4,1,1,Others
3916,21,95,9651.544034159182,3,3,2,Others
3917,2,89,8419.517004728317,5,2,1,Others
3918,74,92,11188.701960158349,1,3,4,At Risk
3919,56,89,10601.822025775911,1,2,3,Lost
3920,1,99,11375.427979969983,5,4,4,Champions
3921,5,95,11061.98446187973,4,3,4,Others
3922,38,99,9894.54055609703,2,4,3,Loyal
3923,23,79,8973.47950720787,2,1,2,Lost
3924,1,77,7382.2104602336885,5,1,1,Others
3925,43,100,11734.669014716148,1,4,4,Loyal
3926,13,102,11728.387073516848,3,5,4,Loyal
3927,15,91,8573.12198123932,3,3,1,Others
3928,9,83,10399.594393873214,4,1,3,Others
3929,64,86,9811.155065941812,1,2,2,Lost
3930,91,98,11587.803000593183,1,4,4,Loyal
3931,16,84,7620.232999682426,3,1,1,Others
3932,29,105,10129.872025954724,2,5,3,Loyal
3933,8,90,8889.546524190902,4,2,2,Others
3934,19,91,8625.508470845223,3,3,1,Others
3935,24,98,9861.099056363104,2,4,3,Loyal
3936,13,94,11032.450047159198,3,3,4,Others
3937,1,87,8694.500999045371,5,2,1,Others
3938,4,98,10549.148057866096,5,4,3,Loyal
3939,2,82,8550.053511691094,5,1,1,Others
3940,3,81,10627.873432159424,5,1,3,Others
3941,70,79,7345.215500497817,1,1,1,Lost
3942,64,90,11868.02198507786,1,2,5,At Risk
3943,12,99,11045.504432344438,3,4,4,Loyal
3944,13,85,9695.578443837167,3,1,2,Others
3945,5,90,9519.238002943992,4,2,2,Others
3946,0,89,8140.716536068916,5,2,1,Others
3947,20,96,9205.894524121286,3,4,2,Loyal
3948,5,85,8879.010540294648,4,1,2,Others
3949,46,89,9543.90249233246,1,2,2,Lost
3950,0,80,7460.061962509155,5,1,1,Others
3951,23,76,7805.1415407657605,2,1,1,Lost
3952,0,99,10249.050013303757,5,4,3,Loyal
3953,5,85,8712.371993851662,4,1,1,Others
3954,1,89,9389.324939870834,5,2,2,Others
3955,17,101,10518.967992639544,3,4,3,Loyal
3956,11,96,12684.324958610534,3,3,5,Others
3957,36,94,9758.42249884606,2,3,2,Others
3958,60,88,10334.158981132507,1,2,3,Lost
3959,53,101,11502.57448823452,1,4,4,Loyal
3960,56,94,10517.62047379017,1,3,3,Others
3961,0,97,11586.795991122723,5,4,4,Champions
3962,4,96,9948.530003833774,5,3,3,Others
3963,60,86,10775.064986133577,1,2,4,At Risk
3964,17,85,8147.866459453105,3,1,1,Others
3965,4,100,11195.660410928727,5,4,4,Champions
3966,26,86,7581.846986722946,2,2,1,Lost
3967,25,88,8476.193536806106,2,2,1,Lost
3968,8,93,11240.136516928671,4,3,4,Others
3969,87,109,16452.32449808121,1,5,5,Loyal
3970,3,105,8087.629958057402,5,5,1,Loyal
3971,19,74,9626.774420642854,3,1,2,Others
3972,17,95,13780.617496991155,3,3,5,Others
3973,20,97,10887.155044710638,3,4,4,Loyal
3974,21,94,9200.408050060272,3,3,2,Others
3975,5,88,8272.337524604796,4,2,1,Others
3976,0,83,10234.306509160995,5,1,3,Others
3977,12,100,10816.626913952827,3,4,4,Loyal
3978,14,111,12423.240446519854,3,5,5,Loyal
3979,10,94,12419.742975091935,4,3,5,Others
3980,27,110,12014.036964416502,2,5,5,Loyal
3981,29,102,12778.833359074593,2,5,5,Loyal
3982,3,89,7040.151528429985,5,2,1,Others
3983,19,101,10228.58746358156,3,4,3,Loyal
3984,10,113,12715.343961763381,4,5,5,Champions
3985,4,91,10034.671500253677,5,3,3,Others
3986,0,99,11784.704039335253,5,4,4,Champions
3987,46,103,11741.53452911377,1,5,4,Loyal
3988,7,84,11123.812012863158,4,1,4,Others
3989,15,110,11647.336424708368,3,5,4,Loyal
3990,24,98,10380.956982803347,2,4,3,Loyal
3991,47,90,7862.9735144853585,1,2,1,Lost
3992,103,89,10887.07602467537,1,2,4,At Risk
3993,8,87,9283.473037528991,4,2,2,Others
3994,15,81,9689.076551771164,3,1,2,Others
3995,0,92,11904.433043479921,5,3,5,Others
3996,24,96,9437.304460525515,2,4,2,Loyal
3997,7,98,11570.286513876916,4,4,4,Champions
3998,33,85,9138.731465435028,2,1,2,Lost
3999,9,92,11427.192530417442,4,3,4,Others
4000,2,79,10721.637423443795,5,1,3,Others
4001,10,78,8985.643503808977,4,1,2,Others
4002,1,90,8236.090551137924,5,2,1,Others
4003,14,89,10903.641965806482,3,2,4,Others
4004,4,77,10107.70290440321,5,1,3,Others
4005,0,88,8933.94499607086,5,2,2,Others
4006,5,90,11651.903505682943,4,2,4,Others
4007,3,87,9279.674018979073,5,2,2,Others
4008,11,92,7453.127490186691,4,3,1,Others
4009,51,111,11313.003951406477,1,5,4,Loyal
4010,64,85,10617.29892821312,1,1,3,Lost
4011,45,106,11638.128446102144,1,5,4,Loyal
4012,9,106,9758.370476722717,4,5,2,Loyal
4013,15,98,11933.34055956602,3,4,5,Loyal
4014,25,111,13988.87594742775,2,5,5,Loyal
4015,1,81,8203.273965024948,5,1,1,Others
4016,1,94,11108.476519536971,5,3,4,Others
4017,4,105,13281.794416904451,5,5,5,Champions
4018,5,94,8159.012002158164,4,3,1,Others
4019,8,101,12612.269911789896,4,4,5,Champions
4020,30,79,8099.579463589192,2,1,1,Lost
4021,27,99,12089.335112667082,2,4,5,Loyal
4022,28,94,12754.195422649384,2,3,5,At Risk
4023,24,92,10890.143544101715,2,3,4,At Risk
4024,19,76,6682.965968990325,3,1,1,Others
4025,35,99,10550.184941101073,2,4,3,Loyal
4026,0,86,9777.979999685289,5,1,2,Others
4027,83,100,10253.14504071474,1,4,3,Loyal
4028,26,106,10277.465470588206,2,5,3,Loyal
4029,10,87,7170.846969163418,4,2,1,Others
4030,17,95,11347.451539504531,3,3,4,Others
4031,3,80,9543.172948217392,5,1,2,Others
4032,24,90,8484.5384835124,2,2,1,Lost
4033,8,85,10573.374967193604,4,1,3,Others
4034,18,95,9526.206516194345,3,3,2,Others
4035,16,82,9548.058018970489,3,1,2,Others
4036,2,100,12410.858393907549,5,4,5,Champions
4037,25,94,10870.384987330439,2,3,4,At Risk
4038,37,92,11274.639042139053,2,3,4,At Risk
4039,5,87,12620.471000194551,4,2,5,Others
4040,1,93,9399.577000761034,5,3,2,Others
4041,82,113,11909.9055021286,1,5,5,Loyal
4042,55,93,9475.441439151762,1,3,2,Others
4043,21,113,11430.995987176897,3,5,4,Loyal
4044,19,91,9951.910075950624,3,3,3,Others
4045,19,86,9352.349999451637,3,2,2,Others
4046,7,99,11002.32547698021,4,4,4,Champions
4047,4,88,11961.727490592002,4,2,5,Others
4048,5,82,6717.403467226029,4,1,1,Others
4049,48,74,9975.59157345295,1,1,3,Lost
4050,1,87,11078.678893661496,5,2,4,Others
4051,10,102,9393.623968696595,4,5,2,Loyal
4052,38,96,9597.83345968723,2,4,2,Loyal
4053,22,96,8488.40848207474,2,4,1,Loyal
4054,87,94,9343.187474370003,1,3,2,Others
4055,23,102,11952.657506012916,2,5,5,Loyal
4056,0,79,8007.472468566893,5,1,1,Others
4057,44,102,12061.104947185517,1,5,5,Loyal
4058,17,77,8458.862037158011,3,1,1,Others
4059,126,84,9008.329475212098,1,1,2,Lost
4060,100,94,10504.431469964977,1,3,3,Others
4061,25,77,9144.043944740295,2,1,2,Lost
4062,20,88,8787.21801393032,3,2,1,Others
4063,8,82,7882.145451641084,4,1,1,Others
4064,6,92,10091.997494602205,4,3,3,Others
4065,2,99,11366.890061712265,5,4,4,Champions
4066,10,95,9356.614013147357,4,3,2,Others
4067,101,104,12574.813459992409,1,5,5,Loyal
4068,25,93,7051.211472654343,2,3,1,Others
4069,19,78,9041.265489053727,3,1,2,Others
4070,0,100,11665.338556289673,5,4,4,Champions
4071,73,92,9820.838467824458,1,3,2,Others
4072,6,88,9524.651981139183,4,2,2,Others
4073,5,108,9662.479958868027,4,5,2,Loyal
4074,5,86,9988.937449789048,4,2,3,Others
4075,16,73,11008.340060138704,3,1,4,Others
4076,27,107,10015.881453323365,2,5,3,Loyal
4077,22,85,9587.128524374964,3,1,2,Others
4078,19,117,15535.376840496063,3,5,5,Loyal
4079,34,103,14502.12756669521,2,5,5,Loyal
4080,77,67,7472.808513665199,1,1,1,Lost
4081,18,91,11873.051517772674,3,2,5,Others
4082,2,96,12604.208007419109,5,3,5,Others
4083,80,88,7937.597939133643,1,2,1,Lost
4084,8,100,10485.027561593057,4,4,3,Loyal
4085,11,87,11046.734014701844,3,2,4,Others
4086,10,109,12913.002401995656,4,5,5,Champions
4087,9,106,10466.897020530701,4,5,3,Loyal
4088,32,92,13154.913594007488,2,3,5,At Risk
4089,19,90,8399.796487855912,3,2,1,Others
4090,21,81,9039.099917078018,3,1,2,Others
4091,4,83,8965.516934919357,5,1,2,Others
4092,24,88,9908.07842144966,2,2,3,Lost
4093,23,92,10560.692018699643,2,3,3,Others
4094,24,103,14317.780546259879,2,5,5,Loyal
4095,59,106,9226.832987427711,1,5,2,Loyal
4096,10,102,9136.951550483704,4,5,2,Loyal
4097,101,85,7377.985978984832,1,1,1,Lost
4098,14,103,11919.220536184312,3,5,5,Loyal
4099,0,88,8504.719524621964,5,2,1,Others
4100,10,104,11209.335984325407,4,5,4,Champions
4101,23,86,9400.15502126217,2,2,2,Lost
4102,10,89,11067.299373030663,4,2,4,Others
4103,22,104,12949.42910337448,3,5,5,Loyal
4104,17,89,7543.643549537659,3,2,1,Others
4105,22,86,10913.692935371399,3,2,4,Others
4106,2,96,11821.792019927501,5,3,4,Others
4107,46,99,10168.623542761801,1,4,3,Loyal
4108,21,102,10016.124492311475,3,5,3,Loyal
4109,1,98,8933.83694051504,5,4,2,Loyal
4110,0,96,11392.045036458969,5,3,4,Others
4111,48,93,11187.970589637758,1,3,4,At Risk
4112,20,104,12278.422399067878,3,5,5,Loyal
4113,9,98,10583.948023366927,4,4,3,Loyal
4114,10,107,12222.6440251112,4,5,5,Champions
4115,24,90,9446.223454189301,2,2,2,Lost
4116,57,109,10191.735458612442,1,5,3,Loyal
4117,3,95,12976.841976523403,5,3,5,Others
4118,0,88,10769.431480240824,5,2,4,Others
4119,11,82,10241.9869502306,4,1,3,Others
4120,24,94,9794.420475101471,2,3,2,Others
4121,15,72,10247.268037796019,3,1,3,Others
4122,8,100,11325.021992206573,4,4,4,Champions
4123,9,89,10361.837053561208,4,2,3,Others
4124,86,95,11093.088013076782,1,3,4,At Risk
4125,11,97,10358.591474151612,3,4,3,Loyal
4126,20,107,9767.684485602376,3,5,2,Loyal
4127,23,74,9412.679490900038,2,1,2,Lost
4128,13,89,9227.07998199463,3,2,2,Others
4129,15,93,9476.277963829041,3,3,2,Others
4130,7,88,11999.152487754822,4,2,5,Others
4131,11,90,9380.571970701218,4,2,2,Others
4132,4,84,10011.6720140934,5,1,3,Others
4133,2,84,10274.561985111235,5,1,3,Others
4134,2,90,9988.786982011796,5,2,3,Others
4135,1,88,9414.645015430451,5,2,2,Others
4136,0,107,12672.421958136558,5,5,5,Champions
4137,1,97,10418.53299806118,5,4,3,Loyal
4138,19,106,9523.234536552429,3,5,2,Loyal
4139,5,85,10919.201133751867,4,1,4,Others
4140,19,92,7884.275973773003,3,3,1,Others
4141,8,89,9566.039456224442,4,2,2,Others
4142,17,103,10712.362472629547,3,5,3,Loyal
4143,23,75,7659.716041755677,2,1,1,Lost
4144,37,102,10761.780472564697,2,5,4,Loyal
4145,37,95,10161.985986924172,2,3,3,Others
4146,11,85,11203.770457410812,4,1,4,Others
4147,6,96,10099.770986938474,4,4,3,Loyal
4148,60,103,11451.613519382476,1,5,4,Loyal
4149,5,93,10925.541007804872,4,3,4,Others
4150,49,77,8849.434949731825,1,1,2,Lost
4151,3,80,10470.350995886327,5,1,3,Others
4152,14,95,12652.469486999515,3,3,5,Others
4153,54,93,9080.9369648695,1,3,2,Others
4154,10,85,7391.138482320308,4,1,1,Others
4155,33,90,8943.342500233652,2,2,2,Lost
4156,16,87,7207.15343837738,3,2,1,Others
4157,6,97,10000.731465053559,4,4,3,Loyal
4158,1,88,8444.969988656043,5,2,1,Others
4159,23,98,9148.280059742929,2,4,2,Loyal
4160,37,91,8680.14849663973,2,2,1,Lost
4161,16,72,8969.447537517548,3,1,2,Others
4162,1,89,8829.73944439888,5,2,2,Others
4163,0,99,10062.324970483782,5,4,3,Loyal
4164,59,96,9362.462522983551,1,4,2,Loyal
4165,1,95,9642.707479333878,5,3,2,Others
4166,59,95,10615.928895688057,1,3,3,Others
4167,68,97,11377.44495999813,1,4,4,Loyal
4168,7,93,11385.116529464723,4,3,4,Others
4169,13,84,8919.067996406555,3,1,2,Others
4170,29,97,10262.056002998354,2,4,3,Loyal
4171,19,83,8672.5464823246,3,1,1,Others
4172,19,99,10717.385005378726,3,4,3,Loyal
4173,8,85,10907.461035966875,4,1,4,Others
4174,10,85,11054.993943214417,4,1,4,Others
4175,59,98,12471.043956708907,1,4,5,Loyal
4176,5,105,11875.601962447166,4,5,5,Champions
4177,29,83,11412.321981716153,2,1,4,At Risk
4178,18,108,14155.979465341567,3,5,5,Loyal
4179,20,94,11826.491980648041,3,3,5,Others
4180,6,106,11021.116011857985,4,5,4,Champions
4181,48,94,12587.401506674292,1,3,5,At Risk
4182,37,109,10234.56146613359,2,5,3,Loyal
4183,7,83,9784.008477544785,4,1,2,Others
4184,2,119,16497.30397619009,5,5,5,Champions
4185,9,90,8114.782428336143,4,2,1,Others
4186,52,83,9114.72792954445,1,1,2,Lost
4187,63,101,11387.262549734114,1,4,4,Loyal
4188,20,96,11316.746997785573,3,4,4,Loyal
4189,0,91,9834.824021816254,5,3,3,Others
4190,29,74,8471.201514720917,2,1,1,Lost
4191,14,107,11656.013523578646,3,5,4,Loyal
4192,2,89,7339.1564564704895,5,2,1,Others
4193,17,103,11103.598453593255,3,5,4,Loyal
4194,49,77,7778.0855242729185,1,1,1,Lost
4195,20,99,10174.161564445496,3,4,3,Loyal
4196,25,103,10407.91499054432,2,5,3,Loyal
4197,63,92,11093.772954535483,1,3,4,At Risk
4198,28,81,7957.069465684891,2,1,1,Lost
4199,4,104,9913.983421230318,4,5,3,Loyal
4200,12,93,10231.818515872954,3,3,3,Others
4201,34,100,11869.326961493492,2,4,5,Loyal
4202,25,94,9047.937978696824,2,3,2,Others
4203,0,91,7122.154537749291,5,3,1,Others
4204,13,89,10777.897007918358,3,2,4,Others
4205,15,91,9904.885905838011,3,3,3,Others
4206,11,87,6826.42402420044,4,2,1,Others
4207,42,81,8929.017923307418,1,1,2,Lost
4208,45,95,9400.052987480163,1,3,2,Others
4209,32,96,10671.662538194658,2,4,3,Loyal
4210,15,81,10802.866462039945,3,1,4,Others
4211,3,90,12689.524914121626,5,2,5,Others
4212,15,93,13395.566499137878,3,3,5,Others
4213,48,101,11385.42850574255,1,4,4,Loyal
4214,42,93,8596.417520713805,1,3,1,Others
4215,4,108,13044.203435921669,5,5,5,Champions
4216,69,86,8948.545000600814,1,2,2,Lost
4217,21,93,10944.19745055437,3,3,4,Others
4218,93,79,8188.7745112419125,1,1,1,Lost
4219,5,90,9719.9284678936,4,2,2,Others
4220,24,90,10495.151059412956,2,2,3,Lost
4221,30,107,14413.175487804414,2,5,5,Loyal
4222,59,97,9798.674917674065,1,4,2,Loyal
4223,54,95,9819.301478886606,1,3,2,Others
4224,27,90,11999.764073562625,2,2,5,At Risk
4225,5,91,9136.232478117943,4,3,2,Others
4226,8,103,9352.07897233963,4,5,2,Loyal
4227,53,112,15044.36597137451,1,5,5,Loyal
4228,1,91,11758.719486284255,5,3,4,Others
4229,42,97,11100.662928676606,1,4,4,Loyal
4230,3,97,10375.2660367012,5,4,3,Loyal
4231,20,108,11850.434538698199,3,5,5,Loyal
4232,3,75,9206.995009207725,5,1,2,Others
4233,32,108,13628.60846977234,2,5,5,Loyal
4234,15,95,10174.17342145443,3,3,3,Others
4235,26,93,11020.099432611463,2,3,4,At Risk
4236,22,98,10961.32888710499,2,4,4,Loyal
4237,7,86,9618.112937498092,4,2,2,Others
4238,121,84,11749.354399085043,1,1,4,At Risk
4239,36,120,13181.066568374636,2,5,5,Loyal
4240,3,95,11169.118967962268,5,3,4,Others
4241,21,92,10524.628522872927,3,3,3,Others
4242,104,84,8545.498432540895,1,1,1,Lost
4243,23,86,10961.782909059524,2,2,4,At Risk
4244,37,92,11347.645519542697,2,3,4,At Risk
4245,33,94,13701.674444234372,2,3,5,At Risk
4246,77,98,10224.169475829602,1,4,3,Loyal
4247,19,96,11520.176972532272,3,4,4,Loyal
4248,7,95,14571.049974179268,4,3,5,Others
4249,77,103,11704.760950183869,1,5,4,Loyal
4250,76,113,14417.046472740174,1,5,5,Loyal
4251,57,72,7560.902469444273,1,1,1,Lost
4252,18,101,12287.406935977935,3,4,5,Loyal
4253,0,84,9329.465005588534,5,1,2,Others
4254,14,79,8333.217566025258,3,1,1,Others
4255,4,94,9425.024452281003,5,3,2,Others
4256,10,95,9956.406973695755,4,3,3,Others
4257,62,92,10294.040471434593,1,3,3,Others
4258,23,89,10340.626927042009,2,2,3,Lost
4259,30,87,9708.451951503752,2,2,2,Lost
4260,58,89,9346.59854540825,1,2,2,Lost
4261,20,84,9637.540448498725,3,1,2,Others
4262,6,101,10529.860915756226,4,4,3,Loyal
4263,11,110,13561.776421582697,4,5,5,Champions
4264,3,95,9871.922009730342,5,3,3,Others
4265,20,104,12068.942961764338,3,5,5,Loyal
4266,34,88,9766.216957044602,2,2,2,Lost
4267,37,98,11710.468445181841,2,4,4,Loyal
4268,80,98,11617.964026784895,1,4,4,Loyal
4269,46,111,10946.159612774847,1,5,4,Loyal
4270,13,94,12024.845096468924,3,3,5,Others
4271,84,90,10223.910054039952,1,2,3,Lost
4272,0,103,10031.60695667267,5,5,3,Loyal
4273,15,93,11113.435540246961,3,3,4,Others
4274,28,82,8345.780982589722,2,1,1,Lost
4275,2,92,9213.09196805954,5,3,2,Others
4276,24,85,9536.090451192855,2,1,2,Lost
4277,23,86,11302.580011463166,2,2,4,At Risk
4278,5,87,10071.269462251665,4,2,3,Others
4279,1,108,10577.90699057579,5,5,3,Loyal
4280,6,92,12270.230523967744,4,3,5,Others
4281,8,91,9276.628455209731,4,3,2,Others
4282,61,89,11404.82699816227,1,2,4,At Risk
4283,21,94,11280.82795767784,3,3,4,Others
4284,94,84,9566.34849743843,1,1,2,Lost
4285,34,88,8185.486002135278,2,2,1,Lost
4286,36,89,6851.358530414105,2,2,1,Lost
4287,0,104,12186.0564599514,5,5,5,Champions
4288,11,98,12114.04592087269,3,4,5,Loyal
4289,37,85,10549.356454229353,2,1,3,Lost
4290,32,99,10666.431945824625,2,4,3,Loyal
4291,0,80,9128.58999361992,5,1,2,Others
4292,12,99,9118.388491308688,3,4,2,Loyal
4293,79,103,12094.553955698015,1,5,5,Loyal
4294,26,84,11129.575973391537,2,1,4,At Risk
4295,5,83,7296.000507450105,4,1,1,Others
4296,13,90,11566.663483667375,3,2,4,Others
4297,19,103,10795.004976177215,3,5,4,Loyal
4298,0,83,8063.457026314735,5,1,1,Others
4299,35,91,10610.367499470713,2,2,3,Lost
4300,17,92,9957.774569535253,3,3,3,Others
4301,0,84,7841.322002673149,5,1,1,Others
4302,105,91,11099.590454936028,1,2,4,At Risk
4303,1,96,10226.087484669684,5,3,3,Others
4304,27,106,11225.735477256774,2,5,4,Loyal
